Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),7.451915740966797,2.250414155423641,173.18853759765625,13.160111610379916,0.9759190082550048
12 (Step-1),9.62480640411377,2.944915182888508,303.2059326171875,17.412809440672905,0.9578458666801452
24 (Step-1),12.992802619934082,3.96437793970108,577.7776489257812,24.03700582280957,0.9196935296058656
48 (Step-1),17.300962448120117,5.428337678313255,920.7388305664062,30.34367859318323,0.8720535635948181
96 (Step-1),22.923019409179688,7.280411571264267,1512.0260009765625,38.88477852549198,0.7897966504096985
168 (Step-1),29.57413673400879,9.579363465309145,2581.3876953125,50.8073586728586,0.6403329372406006
