Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,96,0.7105576395988464,14.099273085594177,1.2003000974655151,1.0955820815737702,0.9860450625419617,96 (Step-1)
