Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,6,0.1186937689781189,1.2877381406724453,0.04462405666708946,0.2112440689512713,0.9894018173217773,6 (Step-1)
