Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),5.002476692199707,16.586922109127045,70.9483413696289,8.423083839641448,0.9503958225250244
12 (Step-1),6.105716705322266,20.5315575003624,100.44550323486328,10.022250407711,0.9298179745674132
24 (Step-1),8.419933319091797,29.619771242141724,170.072265625,13.04117577617141,0.8813249468803406
48 (Step-1),11.886085510253906,39.75489139556885,356.529541015625,18.881989858476917,0.7518606185913086
96 (Step-1),21.14165496826172,79.12945747375488,1020.4563598632812,31.94458263717467,0.2934248745441437
168 (Step-1),28.71533203125,114.6857976913452,1654.099853515625,40.67062642148046,-0.1365851163864135
