Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),0.1498917490243911,1.851312629878521,0.0626285076141357,0.2502568832502629,0.989973247051239
12 (Step-1),0.2002801299095153,2.444888651371002,0.0906323567032814,0.3010520830409273,0.9854719638824464
24 (Step-1),0.250389814376831,3.0411677435040474,0.1339645385742187,0.3660116645330019,0.97847318649292
48 (Step-1),0.3019333779811859,3.660215064883232,0.1822595596313476,0.4269186803494872,0.9705653190612792
96 (Step-1),0.3213511407375335,3.8415830582380295,0.2016495913267135,0.449054107348673,0.9670926928520204
168 (Step-1),0.3657895028591156,4.366036877036095,0.2615621387958526,0.5114314605065401,0.9566125273704528
