Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,6,0.033745113760232925,0.45544509775936604,0.0022175631020218134,0.04709100871739544,0.8571262359619141,6 (Step-1)
