Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,48,0.04444444179534912,0.6005170289427042,0.0036705562379211187,0.06058511564667611,0.763646125793457,48 (Step-1)
