Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,48,0.3052428960800171,2.85703893750906,0.18359047174453735,0.4284745870463467,0.9711973071098328,48 (Step-1)
