Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,6,0.19092923402786255,1.7803594470024109,0.0844506025314331,0.2906038584248893,0.9868177771568298,6 (Step-1)
