Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),5646.08544921875,38.11888992786408,53544148.0,7317.386691982323,0.9915816187858582
12 (Step-1),8311.4013671875,52.51034498214722,122048544.0,11047.5582822631,0.9808229804039
24 (Step-1),10159.77734375,51.79298520088196,211181056.0,14532.069914502888,0.9668585658073424
48 (Step-1),14623.9404296875,65.7826840877533,525684320.0,22927.80669841753,0.9177034497261048
96 (Step-1),19199.423828125,77.02663540840149,840709632.0,28994.99322296869,0.8690218925476074
168 (Step-1),26472.556640625,101.70820951461792,1525022720.0,39051.539278241005,0.7641629576683044
