Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),3037.390380859375,42.63674914836884,17414158.0,4173.027438203588,0.9792571663856506
12 (Step-1),3379.587646484375,49.41906034946442,21790782.0,4668.059768254901,0.973966121673584
24 (Step-1),3771.287109375,52.24789977073669,28029754.0,5294.313364356137,0.9663097858428956
48 (Step-1),4804.78173828125,58.673566579818726,50419668.0,7100.680812429186,0.9386100769042968
96 (Step-1),6698.30078125,70.75960040092468,98316696.0,9915.477598179525,0.8782548308372498
168 (Step-1),9475.4482421875,94.67622637748718,178379040.0,13355.861634503406,0.7762276530265808
