Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,12,0.3166440427303314,5.529795587062836,0.3212231695652008,0.5667655331485859,0.9476127624511719,12 (Step-1)
