Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,96,0.07412001490592957,0.9499235078692436,0.011835183016955853,0.10878962734082626,0.704195499420166,96 (Step-1)
