Pred_Len,MAE,MAPE,MSE,RMSE,R2
6 (Step-1),0.2341619580984115,2.0812155678868294,0.248205617070198,0.498202385652857,0.9936301708221436
12 (Step-1),0.356210321187973,3.415099158883095,0.3604697287082672,0.6003913129853455,0.9907472729682922
24 (Step-1),0.4076478481292724,3.910917043685913,0.4771349728107452,0.6907495731527782,0.9877495169639589
48 (Step-1),0.4327270090579986,4.012744501233101,0.521120011806488,0.7218864258361477,0.986609935760498
96 (Step-1),0.5433310866355896,5.311046913266182,0.6708671450614929,0.8190647990614008,0.9827354550361632
168 (Step-1),0.6949498653411865,6.658792495727539,0.93544739484787,0.9671852949915388,0.9758742451667786
