Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,12,0.7784771919250488,48.74415099620819,1.3577030897140503,1.1652051706519544,0.9840725064277649,12 (Step-1)
