Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,6,0.5854251980781555,39.625248312950134,1.0446085929870605,1.0220609536554366,0.9877544045448303,6 (Step-1)
