Model,Horizon,MAE,MAPE,MSE,RMSE,R2,Pred_Len
SpikeDLinear,24,0.09769333153963089,1.2116357684135437,0.018046721816062927,0.13433808773413045,0.9354183673858643,24 (Step-1)
